pos,constructor,wins,podiums,race
8,Cooper,1,2,1967 Canadian Grand Prix
9,Lotus,2,3,1967 Canadian Grand Prix
10,McLaren,0,0,1967 Canadian Grand Prix
11,Brabham,4,10,1967 Canadian Grand Prix
1,Brabham,4,11,1967 Italian Grand Prix
2,Lotus,2,4,1967 Italian Grand Prix
3,Cooper,1,2,1967 Italian Grand Prix
4,Ferrari,0,4,1967 Italian Grand Prix
5,Honda,1,2,1967 Italian Grand Prix
6,BRM,0,2,1967 Italian Grand Prix
7,Eagle,1,2,1967 Italian Grand Prix
8,Cooper,1,2,1967 Italian Grand Prix
9,Lotus,2,4,1967 Italian Grand Prix
10,McLaren,0,0,1967 Italian Grand Prix
11,Brabham,4,11,1967 Italian Grand Prix
1,Brabham,4,12,1967 United States Grand Prix
2,Lotus,3,6,1967 United States Grand Prix
3,Cooper,1,2,1967 United States Grand Prix
4,Ferrari,0,4,1967 United States Grand Prix
5,Honda,1,2,1967 United States Grand Prix
6,BRM,0,2,1967 United States Grand Prix
7,Eagle,1,2,1967 United States Grand Prix
8,Cooper,1,2,1967 United States Grand Prix
9,Lotus,3,6,1967 United States Grand Prix
10,McLaren,0,0,1967 United States Grand Prix
11,Brabham,4,12,1967 United States Grand Prix
1,Brabham,4,14,1967 Mexican Grand Prix
2,Lotus,4,7,1967 Mexican Grand Prix
3,Cooper,1,2,1967 Mexican Grand Prix
4,Honda,1,2,1967 Mexican Grand Prix
5,Ferrari,0,4,1967 Mexican Grand Prix
6,BRM,0,2,1967 Mexican Grand Prix
7,Eagle,1,2,1967 Mexican Grand Prix
8,Cooper,1,2,1967 Mexican Grand Prix
9,Lotus,4,7,1967 Mexican Grand Prix
10,McLaren,0,0,1967 Mexican Grand Prix
11,Brabham,4,14,1967 Mexican Grand Prix
1,Lotus,1,2,1968 South African Grand Prix
2,Brabham,0,1,1968 South African Grand Prix
3,Ferrari,0,0,1968 South African Grand Prix
4,McLaren,0,0,1968 South African Grand Prix
5,Matra,0,0,1968 South African Grand Prix
1,Lotus,2,3,1968 Spanish Grand Prix
2,McLaren,0,1,1968 Spanish Grand Prix
3,Cooper,0,1,1968 Spanish Grand Prix
4,Brabham,0,1,1968 Spanish Grand Prix
5,Ferrari,0,0,1968 Spanish Grand Prix
6,Matra,0,0,1968 Spanish Grand Prix
7,McLaren,0,1,1968 Spanish Grand Prix
1,Lotus,3,4,1968 Monaco Grand Prix
2,McLaren,0,1,1968 Monaco Grand Prix
3,Cooper,0,2,1968 Monaco Grand Prix
4,BRM,0,1,1968 Monaco Grand Prix
5,Brabham,0,1,1968 Monaco Grand Prix
6,Ferrari,0,0,1968 Monaco Grand Prix
7,Matra,0,0,1968 Monaco Grand Prix
8,McLaren,0,1,1968 Monaco Grand Prix
1,Lotus,3,4,1968 Belgian Grand Prix
2,McLaren,1,2,1968 Belgian Grand Prix
3,BRM,0,2,1968 Belgian Grand Prix
4,Cooper,0,2,1968 Belgian Grand Prix
5,Ferrari,0,1,1968 Belgian Grand Prix
6,Matra,0,0,1968 Belgian Grand Prix
7,Brabham,0,1,1968 Belgian Grand Prix
8,McLaren,1,2,1968 Belgian Grand Prix
1,Lotus,3,4,1968 Dutch Grand Prix
2,McLaren,1,2,1968 Dutch Grand Prix
3,BRM,0,3,1968 Dutch Grand Prix
4,Matra,1,2,1968 Dutch Grand Prix
5,Ferrari,0,1,1968 Dutch Grand Prix
6,Cooper,0,2,1968 Dutch Grand Prix
7,Matra,1,2,1968 Dutch Grand Prix
8,Brabham,0,1,1968 Dutch Grand Prix
9,McLaren,1,2,1968 Dutch Grand Prix
1,Lotus,3,4,1968 French Grand Prix
2,McLaren,1,2,1968 French Grand Prix
3,Ferrari,1,2,1968 French Grand Prix
4,Matra,1,3,1968 French Grand Prix
5,BRM,0,3,1968 French Grand Prix
6,Cooper,0,2,1968 French Grand Prix
7,Matra,1,3,1968 French Grand Prix
8,Honda,0,1,1968 French Grand Prix
9,Brabham,0,1,1968 French Grand Prix
10,McLaren,1,2,1968 French Grand Prix
1,Lotus,4,5,1968 British Grand Prix
2,Ferrari,1,4,1968 British Grand Prix
3,McLaren,1,2,1968 British Grand Prix
4,Matra,1,3,1968 British Grand Prix
5,BRM,0,3,1968 British Grand Prix
6,Cooper,0,2,1968 British Grand Prix
7,Honda,0,1,1968 British Grand Prix
8,Matra,1,3,1968 British Grand Prix
9,Brabham,0,1,1968 British Grand Prix
10,McLaren,1,2,1968 British Grand Prix
1,Lotus,4,6,1968 German Grand Prix
2,Matra,2,4,1968 German Grand Prix
3,Ferrari,1,4,1968 German Grand Prix
4,McLaren,1,2,1968 German Grand Prix
5,BRM,0,3,1968 German Grand Prix
6,Cooper,0,2,1968 German Grand Prix
7,Brabham,0,2,1968 German Grand Prix
8,Honda,0,1,1968 German Grand Prix
9,Matra,2,4,1968 German Grand Prix
10,McLaren,1,2,1968 German Grand Prix
1,Lotus,4,6,1968 Italian Grand Prix
2,Matra,2,5,1968 Italian Grand Prix
3,Ferrari,1,5,1968 Italian Grand Prix
4,McLaren,2,3,1968 Italian Grand Prix
5,BRM,0,3,1968 Italian Grand Prix
6,Cooper,0,2,1968 Italian Grand Prix
7,Brabham,0,2,1968 Italian Grand Prix
8,Honda,0,1,1968 Italian Grand Prix
9,Matra,2,5,1968 Italian Grand Prix
10,McLaren,2,3,1968 Italian Grand Prix
1,Lotus,4,6,1968 Canadian Grand Prix
2,McLaren,3,5,1968 Canadian Grand Prix
3,Matra,2,5,1968 Canadian Grand Prix
4,Ferrari,1,5,1968 Canadian Grand Prix
5,BRM,0,4,1968 Canadian Grand Prix
6,Cooper,0,2,1968 Canadian Grand Prix
7,Brabham,0,2,1968 Canadian Grand Prix
8,Honda,0,1,1968 Canadian Grand Prix
9,Matra,2,5,1968 Canadian Grand Prix
10,McLaren,3,5,1968 Canadian Grand Prix
1,Lotus,4,7,1968 United States Grand Prix
2,Matra,3,6,1968 United States Grand Prix
3,McLaren,3,5,1968 United States Grand Prix
4,Ferrari,1,5,1968 United States Grand Prix
5,BRM,0,4,1968 United States Grand Prix
6,Cooper,0,2,1968 United States Grand Prix
7,Honda,0,2,1968 United States Grand Prix
8,Brabham,0,2,1968 United States Grand Prix
9,Matra,3,6,1968 United States Grand Prix
10,McLaren,3,5,1968 United States Grand Prix
1,Lotus,5,9,1968 Mexican Grand Prix
2,McLaren,3,6,1968 Mexican Grand Prix
3,Matra,3,6,1968 Mexican Grand Prix
4,Ferrari,1,5,1968 Mexican Grand Prix
5,BRM,0,4,1968 Mexican Grand Prix
6,Honda,0,2,1968 Mexican Grand Prix
7,Cooper,0,2,1968 Mexican Grand Prix
8,Brabham,0,2,1968 Mexican Grand Prix
9,Matra,3,6,1968 Mexican Grand Prix
10,McLaren,3,6,1968 Mexican Grand Prix
1,Matra,1,1,1969 South African Grand Prix
2,Lotus,0,1,1969 South African Grand Prix
3,McLaren,0,1,1969 South African Grand Prix
1,Matra,2,3,1969 Spanish Grand Prix
2,McLaren,0,2,1969 Spanish Grand Prix
3,Lotus,0,1,1969 Spanish Grand Prix
4,BRM,0,0,1969 Spanish Grand Prix
5,Brabham,0,0,1969 Spanish Grand Prix
1,Matra,2,3,1969 Monaco Grand Prix
2,Lotus,1,3,1969 Monaco Grand Prix
3,McLaren,0,2,1969 Monaco Grand Prix
4,Brabham,0,1,1969 Monaco Grand Prix
5,BRM,0,0,1969 Monaco Grand Prix
1,Matra,3,4,1969 Dutch Grand Prix
2,Lotus,1,4,1969 Dutch Grand Prix
3,McLaren,0,2,1969 Dutch Grand Prix
4,Brabham,0,1,1969 Dutch Grand Prix
5,Ferrari,0,1,1969 Dutch Grand Prix
6,BRM,0,0,1969 Dutch Grand Prix
1,Matra,4,6,1969 French Grand Prix
2,Lotus,1,4,1969 French Grand Prix
3,McLaren,0,2,1969 French Grand Prix
4,Brabham,0,2,1969 French Grand Prix
5,Ferrari,0,1,1969 French Grand Prix
6,BRM,0,0,1969 French Grand Prix
1,Matra,5,7,1969 British Grand Prix
2,Lotus,1,4,1969 British Grand Prix
3,McLaren,0,3,1969 British Grand Prix
4,Brabham,0,3,1969 British Grand Prix
5,Ferrari,0,1,1969 British Grand Prix
6,BRM,0,0,1969 British Grand Prix
1,Matra,5,8,1969 German Grand Prix
2,Lotus,1,4,1969 German Grand Prix
3,Brabham,1,4,1969 German Grand Prix
4,McLaren,0,4,1969 German Grand Prix
5,Ferrari,0,1,1969 German Grand Prix
6,BRM,0,0,1969 German Grand Prix
1,Matra,6,10,1969 Italian Grand Prix
2,Lotus,1,5,1969 Italian Grand Prix
3,Brabham,1,4,1969 Italian Grand Prix
4,McLaren,0,4,1969 Italian Grand Prix
5,Ferrari,0,1,1969 Italian Grand Prix
6,BRM,0,0,1969 Italian Grand Prix
1,Matra,6,10,1969 Canadian Grand Prix
2,Brabham,2,6,1969 Canadian Grand Prix
3,Lotus,1,6,1969 Canadian Grand Prix
4,McLaren,0,4,1969 Canadian Grand Prix
5,Ferrari,0,1,1969 Canadian Grand Prix
6,BRM,0,0,1969 Canadian Grand Prix
1,Matra,6,10,1969 United States Grand Prix
2,Lotus,2,7,1969 United States Grand Prix
3,Brabham,2,7,1969 United States Grand Prix
4,McLaren,0,4,1969 United States Grand Prix
5,Ferrari,0,1,1969 United States Grand Prix
6,BRM,0,1,1969 United States Grand Prix
1,Matra,6,10,1969 Mexican Grand Prix
2,Brabham,2,9,1969 Mexican Grand Prix
3,Lotus,2,7,1969 Mexican Grand Prix
4,McLaren,1,5,1969 Mexican Grand Prix
5,Ferrari,0,1,1969 Mexican Grand Prix
6,BRM,0,1,1969 Mexican Grand Prix
1,Brabham,1,1,1970 South African Grand Prix
2,McLaren,0,1,1970 South African Grand Prix
3,March,0,1,1970 South African Grand Prix
4,Matra,0,0,1970 South African Grand Prix
5,Lotus,0,0,1970 South African Grand Prix
1,March,1,3,1970 Spanish Grand Prix
2,McLaren,0,2,1970 Spanish Grand Prix
3,Brabham,1,1,1970 Spanish Grand Prix
4,Lotus,0,0,1970 Spanish Grand Prix
5,Matra,0,0,1970 Spanish Grand Prix
1,Brabham,1,2,1970 Monaco Grand Prix
2,McLaren,0,2,1970 Monaco Grand Prix
3,Lotus,1,1,1970 Monaco Grand Prix
4,March,1,3,1970 Monaco Grand Prix
5,Matra,0,1,1970 Monaco Grand Prix
6,BRM,0,0,1970 Monaco Grand Prix
1,March,1,4,1970 Belgian Grand Prix
2,Brabham,1,2,1970 Belgian Grand Prix
3,McLaren,0,2,1970 Belgian Grand Prix
4,Lotus,1,1,1970 Belgian Grand Prix
5,Matra,0,2,1970 Belgian Grand Prix
6,BRM,1,1,1970 Belgian Grand Prix
7,Ferrari,0,0,1970 Belgian Grand Prix
1,March,1,5,1970 Dutch Grand Prix
2,Lotus,2,2,1970 Dutch Grand Prix
3,Brabham,1,2,1970 Dutch Grand Prix
4,McLaren,0,2,1970 Dutch Grand Prix
5,Matra,0,2,1970 Dutch Grand Prix
6,BRM,1,1,1970 Dutch Grand Prix
7,Ferrari,0,1,1970 Dutch Grand Prix
1,Lotus,3,3,1970 French Grand Prix
2,March,1,6,1970 French Grand Prix
3,Brabham,1,3,1970 French Grand Prix
4,McLaren,0,2,1970 French Grand Prix
5,Matra,0,2,1970 French Grand Prix
6,BRM,1,1,1970 French Grand Prix
7,Ferrari,0,1,1970 French Grand Prix
1,Lotus,4,4,1970 British Grand Prix
2,March,1,6,1970 British Grand Prix
3,Brabham,1,4,1970 British Grand Prix
4,McLaren,0,3,1970 British Grand Prix
5,Matra,0,2,1970 British Grand Prix
6,BRM,1,1,1970 British Grand Prix
7,Ferrari,0,1,1970 British Grand Prix
1,Lotus,5,5,1970 German Grand Prix
2,March,1,6,1970 German Grand Prix
3,Brabham,1,4,1970 German Grand Prix
4,McLaren,0,4,1970 German Grand Prix
5,Ferrari,0,2,1970 German Grand Prix
6,Matra,0,2,1970 German Grand Prix
7,BRM,1,1,1970 German Grand Prix
1,Lotus,5,5,1970 Austrian Grand Prix
2,March,1,6,1970 Austrian Grand Prix
3,Brabham,1,5,1970 Austrian Grand Prix
4,McLaren,0,4,1970 Austrian Grand Prix
5,Ferrari,1,4,1970 Austrian Grand Prix
6,Matra,0,2,1970 Austrian Grand Prix
7,BRM,1,1,1970 Austrian Grand Prix
1,Lotus,5,5,1970 Italian Grand Prix
2,March,1,7,1970 Italian Grand Prix
3,Brabham,1,5,1970 Italian Grand Prix
4,Ferrari,2,5,1970 Italian Grand Prix
5,McLaren,0,4,1970 Italian Grand Prix
6,Matra,0,3,1970 Italian Grand Prix
7,BRM,1,1,1970 Italian Grand Prix
1,Lotus,5,5,1970 Canadian Grand Prix
2,Ferrari,3,7,1970 Canadian Grand Prix
3,March,1,8,1970 Canadian Grand Prix
4,Brabham,1,5,1970 Canadian Grand Prix
5,McLaren,0,4,1970 Canadian Grand Prix
6,Matra,0,3,1970 Canadian Grand Prix
7,BRM,1,1,1970 Canadian Grand Prix
8,Surtees,0,0,1970 Canadian Grand Prix
1,Lotus,6,7,1970 United States Grand Prix
2,Ferrari,3,7,1970 United States Grand Prix
3,March,1,8,1970 United States Grand Prix
4,Brabham,1,5,1970 United States Grand Prix
5,McLaren,0,4,1970 United States Grand Prix
6,BRM,1,2,1970 United States Grand Prix
7,Matra,0,3,1970 United States Grand Prix
8,Surtees,0,0,1970 United States Grand Prix
1,Lotus,6,7,1970 Mexican Grand Prix
2,Ferrari,4,9,1970 Mexican Grand Prix
3,March,1,8,1970 Mexican Grand Prix
4,Brabham,1,5,1970 Mexican Grand Prix
5,McLaren,0,5,1970 Mexican Grand Prix
6,BRM,1,2,1970 Mexican Grand Prix
7,Matra,0,3,1970 Mexican Grand Prix
8,Surtees,0,0,1970 Mexican Grand Prix
1,Ferrari,1,2,1971 South African Grand Prix
2,Tyrrell,0,1,1971 South African Grand Prix
3,Lotus,0,0,1971 South African Grand Prix
4,Matra,0,0,1971 South African Grand Prix
5,McLaren,0,0,1971 South African Grand Prix
1,Ferrari,1,3,1971 Spanish Grand Prix
2,Tyrrell,1,2,1971 Spanish Grand Prix
3,Matra,0,1,1971 Spanish Grand Prix
4,Lotus,0,0,1971 Spanish Grand Prix
5,BRM,0,0,1971 Spanish Grand Prix
6,McLaren,0,0,1971 Spanish Grand Prix
1,Tyrrell,2,3,1971 Monaco Grand Prix
2,Ferrari,1,4,1971 Monaco Grand Prix
3,March,0,1,1971 Monaco Grand Prix
4,Matra,0,1,1971 Monaco Grand Prix
5,McLaren,0,0,1971 Monaco Grand Prix
6,Lotus,0,0,1971 Monaco Grand Prix
7,BRM,0,0,1971 Monaco Grand Prix
8,Surtees,0,0,1971 Monaco Grand Prix
1,Ferrari,2,6,1971 Dutch Grand Prix
2,Tyrrell,2,3,1971 Dutch Grand Prix
3,BRM,0,1,1971 Dutch Grand Prix
4,March,0,1,1971 Dutch Grand Prix
5,Matra,0,1,1971 Dutch Grand Prix
6,McLaren,0,0,1971 Dutch Grand Prix
7,Lotus,0,0,1971 Dutch Grand Prix
8,Surtees,0,0,1971 Dutch Grand Prix
1,Tyrrell,3,5,1971 French Grand Prix
2,Ferrari,2,6,1971 French Grand Prix
3,BRM,0,1,1971 French Grand Prix
4,March,0,1,1971 French Grand Prix
5,Lotus,0,1,1971 French Grand Prix
6,Matra,0,1,1971 French Grand Prix
7,McLaren,0,0,1971 French Grand Prix
8,Surtees,0,0,1971 French Grand Prix
1,Tyrrell,4,6,1971 British Grand Prix
2,Ferrari,2,6,1971 British Grand Prix
3,March,0,2,1971 British Grand Prix
4,Lotus,0,2,1971 British Grand Prix
5,BRM,0,1,1971 British Grand Prix
6,Matra,0,1,1971 British Grand Prix
7,McLaren,0,0,1971 British Grand Prix
8,Surtees,0,0,1971 British Grand Prix
1,Tyrrell,5,8,1971 German Grand Prix
2,Ferrari,2,7,1971 German Grand Prix
3,March,0,2,1971 German Grand Prix
4,Lotus,0,2,1971 German Grand Prix
5,BRM,0,1,1971 German Grand Prix
6,Matra,0,1,1971 German Grand Prix
7,McLaren,0,0,1971 German Grand Prix
8,Surtees,0,0,1971 German Grand Prix
9,Brabham,0,0,1971 German Grand Prix
1,Tyrrell,5,8,1971 Austrian Grand Prix
2,Ferrari,2,7,1971 Austrian Grand Prix
3,BRM,1,2,1971 Austrian Grand Prix
4,Lotus,0,3,1971 Austrian Grand Prix
5,March,0,2,1971 Austrian Grand Prix
6,Matra,0,1,1971 Austrian Grand Prix
7,McLaren,0,0,1971 Austrian Grand Prix
8,Brabham,0,1,1971 Austrian Grand Prix
9,Surtees,0,0,1971 Austrian Grand Prix
1,Tyrrell,5,9,1971 Italian Grand Prix
2,Ferrari,2,7,1971 Italian Grand Prix
3,BRM,2,3,1971 Italian Grand Prix
4,March,0,3,1971 Italian Grand Prix
5,Lotus,0,3,1971 Italian Grand Prix
6,Matra,0,1,1971 Italian Grand Prix
7,Surtees,0,0,1971 Italian Grand Prix
8,McLaren,0,0,1971 Italian Grand Prix
9,Brabham,0,1,1971 Italian Grand Prix
1,Tyrrell,6,10,1971 Canadian Grand Prix
2,Ferrari,2,7,1971 Canadian Grand Prix
3,BRM,2,3,1971 Canadian Grand Prix
4,March,0,4,1971 Canadian Grand Prix
5,Lotus,0,3,1971 Canadian Grand Prix
6,McLaren,0,1,1971 Canadian Grand Prix
7,Matra,0,1,1971 Canadian Grand Prix
8,Surtees,0,0,1971 Canadian Grand Prix
9,Brabham,0,1,1971 Canadian Grand Prix
1,Tyrrell,7,11,1971 United States Grand Prix
2,BRM,2,4,1971 United States Grand Prix
3,Ferrari,2,7,1971 United States Grand Prix
4,March,0,5,1971 United States Grand Prix
5,Lotus,0,3,1971 United States Grand Prix
6,McLaren,0,1,1971 United States Grand Prix
7,Matra,0,1,1971 United States Grand Prix
8,Surtees,0,0,1971 United States Grand Prix
9,Brabham,0,1,1971 United States Grand Prix
1,Tyrrell,1,1,1972 Argentine Grand Prix
2,McLaren,0,1,1972 Argentine Grand Prix
3,Ferrari,0,1,1972 Argentine Grand Prix
4,Surtees,0,0,1972 Argentine Grand Prix
5,March,0,0,1972 Argentine Grand Prix
1,McLaren,1,3,1972 South African Grand Prix
2,Tyrrell,1,1,1972 South African Grand Prix
3,Ferrari,0,1,1972 South African Grand Prix
4,Lotus,0,1,1972 South African Grand Prix
5,March,0,0,1972 South African Grand Prix
6,Surtees,0,0,1972 South African Grand Prix
7,Brabham,0,0,1972 South African Grand Prix
1,McLaren,1,3,1972 Spanish Grand Prix
2,Lotus,1,2,1972 Spanish Grand Prix
3,Ferrari,0,3,1972 Spanish Grand Prix
4,Tyrrell,1,1,1972 Spanish Grand Prix
5,Surtees,0,0,1972 Spanish Grand Prix
6,March,0,0,1972 Spanish Grand Prix
7,Brabham,0,0,1972 Spanish Grand Prix
1,McLaren,1,3,1972 Monaco Grand Prix
2,Lotus,1,3,1972 Monaco Grand Prix
3,Ferrari,0,4,1972 Monaco Grand Prix
4,Tyrrell,1,1,1972 Monaco Grand Prix
5,BRM,1,1,1972 Monaco Grand Prix
6,Surtees,0,0,1972 Monaco Grand Prix
7,March,0,0,1972 Monaco Grand Prix
8,Brabham,0,0,1972 Monaco Grand Prix
9,Matra,0,0,1972 Monaco Grand Prix
1,Lotus,2,4,1972 Belgian Grand Prix
2,McLaren,1,4,1972 Belgian Grand Prix
3,Ferrari,0,4,1972 Belgian Grand Prix
4,Tyrrell,1,2,1972 Belgian Grand Prix
5,BRM,1,1,1972 Belgian Grand Prix
6,Surtees,0,0,1972 Belgian Grand Prix
7,March,0,0,1972 Belgian Grand Prix
8,Matra,0,0,1972 Belgian Grand Prix
9,Brabham,0,0,1972 Belgian Grand Prix
1,Lotus,2,5,1972 French Grand Prix
2,Tyrrell,2,3,1972 French Grand Prix
3,McLaren,1,4,1972 French Grand Prix
4,Ferrari,0,4,1972 French Grand Prix
5,BRM,1,1,1972 French Grand Prix
6,Surtees,0,0,1972 French Grand Prix
7,March,0,0,1972 French Grand Prix
8,Matra,0,1,1972 French Grand Prix
9,Brabham,0,0,1972 French Grand Prix
1,Lotus,3,6,1972 British Grand Prix
2,Tyrrell,2,4,1972 British Grand Prix
3,McLaren,1,5,1972 British Grand Prix
4,Ferrari,0,4,1972 British Grand Prix
5,BRM,1,1,1972 British Grand Prix
6,Matra,0,1,1972 British Grand Prix
7,Surtees,0,0,1972 British Grand Prix
8,March,0,0,1972 British Grand Prix
9,Brabham,0,0,1972 British Grand Prix
1,Lotus,3,6,1972 German Grand Prix
2,Tyrrell,2,4,1972 German Grand Prix
3,Ferrari,1,6,1972 German Grand Prix
4,McLaren,1,5,1972 German Grand Prix
5,BRM,1,1,1972 German Grand Prix
6,March,0,1,1972 German Grand Prix
7,Matra,0,1,1972 German Grand Prix
8,Surtees,0,0,1972 German Grand Prix
9,Brabham,0,0,1972 German Grand Prix
1,Lotus,4,7,1972 Austrian Grand Prix
2,McLaren,1,7,1972 Austrian Grand Prix
3,Tyrrell,2,4,1972 Austrian Grand Prix
4,Ferrari,1,6,1972 Austrian Grand Prix
5,BRM,1,1,1972 Austrian Grand Prix
6,March,0,1,1972 Austrian Grand Prix
7,Surtees,0,0,1972 Austrian Grand Prix
8,Matra,0,1,1972 Austrian Grand Prix
9,Brabham,0,0,1972 Austrian Grand Prix
1,Lotus,5,8,1972 Italian Grand Prix
2,McLaren,1,8,1972 Italian Grand Prix
3,Tyrrell,2,4,1972 Italian Grand Prix
4,Ferrari,1,6,1972 Italian Grand Prix
5,Surtees,0,1,1972 Italian Grand Prix
6,BRM,1,1,1972 Italian Grand Prix
7,March,0,1,1972 Italian Grand Prix
8,Matra,0,1,1972 Italian Grand Prix
9,Brabham,0,0,1972 Italian Grand Prix
1,Lotus,5,8,1972 Canadian Grand Prix
2,McLaren,1,10,1972 Canadian Grand Prix
3,Tyrrell,3,5,1972 Canadian Grand Prix
4,Ferrari,1,6,1972 Canadian Grand Prix
5,Surtees,0,1,1972 Canadian Grand Prix
6,BRM,1,1,1972 Canadian Grand Prix
7,Matra,0,1,1972 Canadian Grand Prix
8,March,0,1,1972 Canadian Grand Prix
9,Brabham,0,0,1972 Canadian Grand Prix
1,Lotus,5,8,1972 United States Grand Prix
2,Tyrrell,4,7,1972 United States Grand Prix
3,McLaren,1,11,1972 United States Grand Prix
4,Ferrari,1,6,1972 United States Grand Prix
5,Surtees,0,1,1972 United States Grand Prix
6,March,0,1,1972 United States Grand Prix
7,BRM,1,1,1972 United States Grand Prix
8,Matra,0,1,1972 United States Grand Prix
9,Brabham,0,0,1972 United States Grand Prix
1,Lotus,1,1,1973 Argentine Grand Prix
2,Tyrrell,0,2,1973 Argentine Grand Prix
3,Ferrari,0,0,1973 Argentine Grand Prix
4,McLaren,0,0,1973 Argentine Grand Prix
5,Brabham,0,0,1973 Argentine Grand Prix
1,Lotus,2,2,1973 Brazilian Grand Prix
2,Tyrrell,0,3,1973 Brazilian Grand Prix
3,McLaren,0,1,1973 Brazilian Grand Prix
4,Ferrari,0,0,1973 Brazilian Grand Prix
5,Brabham,0,0,1973 Brazilian Grand Prix
6,BRM,0,0,1973 Brazilian Grand Prix
1,Lotus,2,3,1973 South African Grand Prix
2,Tyrrell,1,4,1973 South African Grand Prix
3,McLaren,0,2,1973 South African Grand Prix
4,Ferrari,0,0,1973 South African Grand Prix
5,Brabham,0,0,1973 South African Grand Prix
6,BRM,0,0,1973 South African Grand Prix
7,Shadow,0,0,1973 South African Grand Prix
1,Lotus,3,4,1973 Spanish Grand Prix
2,Tyrrell,1,5,1973 Spanish Grand Prix
3,McLaren,0,2,1973 Spanish Grand Prix
4,Ferrari,0,0,1973 Spanish Grand Prix
5,Shadow,0,1,1973 Spanish Grand Prix
6,BRM,0,0,1973 Spanish Grand Prix
7,Brabham,0,0,1973 Spanish Grand Prix
1,Tyrrell,2,7,1973 Belgian Grand Prix
2,Lotus,3,5,1973 Belgian Grand Prix
3,McLaren,0,2,1973 Belgian Grand Prix
4,Ferrari,0,0,1973 Belgian Grand Prix
5,Shadow,0,1,1973 Belgian Grand Prix
6,BRM,0,0,1973 Belgian Grand Prix
7,Brabham,0,0,1973 Belgian Grand Prix
8,Tecno,0,0,1973 Belgian Grand Prix
1,Tyrrell,3,8,1973 Monaco Grand Prix
2,Lotus,3,7,1973 Monaco Grand Prix
3,McLaren,0,2,1973 Monaco Grand Prix
4,Ferrari,0,0,1973 Monaco Grand Prix
5,Shadow,0,1,1973 Monaco Grand Prix
6,BRM,0,0,1973 Monaco Grand Prix
7,Brabham,0,0,1973 Monaco Grand Prix
8,Tecno,0,0,1973 Monaco Grand Prix
1,Tyrrell,3,9,1973 Swedish Grand Prix
2,Lotus,3,8,1973 Swedish Grand Prix
3,McLaren,1,3,1973 Swedish Grand Prix
4,Ferrari,0,0,1973 Swedish Grand Prix
5,Brabham,0,0,1973 Swedish Grand Prix
6,Shadow,0,1,1973 Swedish Grand Prix
7,BRM,0,0,1973 Swedish Grand Prix
8,Tecno,0,0,1973 Swedish Grand Prix
1,Lotus,4,9,1973 French Grand Prix
2,Tyrrell,3,10,1973 French Grand Prix
3,McLaren,1,3,1973 French Grand Prix
4,Ferrari,0,0,1973 French Grand Prix
5,Brabham,0,1,1973 French Grand Prix
6,Shadow,0,1,1973 French Grand Prix
7,BRM,0,0,1973 French Grand Prix
8,Tecno,0,0,1973 French Grand Prix
9,March,0,0,1973 French Grand Prix
1,Lotus,4,10,1973 British Grand Prix
2,Tyrrell,3,10,1973 British Grand Prix
3,McLaren,2,5,1973 British Grand Prix
4,Brabham,0,1,1973 British Grand Prix
5,Ferrari,0,0,1973 British Grand Prix
6,Shadow,0,1,1973 British Grand Prix
7,BRM,0,0,1973 British Grand Prix
8,March,0,0,1973 British Grand Prix
9,Tecno,0,0,1973 British Grand Prix
1,Tyrrell,4,12,1973 Dutch Grand Prix
2,Lotus,4,10,1973 Dutch Grand Prix
3,McLaren,2,5,1973 Dutch Grand Prix
4,Brabham,0,1,1973 Dutch Grand Prix
5,Ferrari,0,0,1973 Dutch Grand Prix
6,March,0,1,1973 Dutch Grand Prix
7,BRM,0,0,1973 Dutch Grand Prix
8,Shadow,0,1,1973 Dutch Grand Prix
9,Tecno,0,0,1973 Dutch Grand Prix
10,Iso-Marlboro,0,0,1973 Dutch Grand Prix
1,Tyrrell,5,14,1973 German Grand Prix
2,Lotus,4,10,1973 German Grand Prix
3,McLaren,2,6,1973 German Grand Prix
4,Brabham,0,1,1973 German Grand Prix
5,Ferrari,0,0,1973 German Grand Prix
6,March,0,1,1973 German Grand Prix
7,BRM,0,0,1973 German Grand Prix
8,Shadow,0,1,1973 German Grand Prix
9,Surtees,0,0,1973 German Grand Prix
10,Tecno,0,0,1973 German Grand Prix
11,Iso-Marlboro,0,0,1973 German Grand Prix
1,Tyrrell,5,15,1973 Austrian Grand Prix
2,Lotus,5,11,1973 Austrian Grand Prix
3,McLaren,2,6,1973 Austrian Grand Prix
4,Brabham,0,1,1973 Austrian Grand Prix
5,Ferrari,0,0,1973 Austrian Grand Prix
6,BRM,0,0,1973 Austrian Grand Prix
7,March,0,1,1973 Austrian Grand Prix
8,Surtees,0,1,1973 Austrian Grand Prix
9,Shadow,0,1,1973 Austrian Grand Prix
10,Tecno,0,0,1973 Austrian Grand Prix
11,Iso-Marlboro,0,0,1973 Austrian Grand Prix
1,Tyrrell,5,15,1973 Italian Grand Prix
2,Lotus,6,13,1973 Italian Grand Prix
3,McLaren,2,7,1973 Italian Grand Prix
4,Brabham,0,1,1973 Italian Grand Prix
5,Ferrari,0,0,1973 Italian Grand Prix
6,BRM,0,0,1973 Italian Grand Prix
7,March,0,1,1973 Italian Grand Prix
8,Surtees,0,1,1973 Italian Grand Prix
9,Shadow,0,1,1973 Italian Grand Prix
